Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-11-23 04:00:00,Hungary,Hungary,HU,273.95,318.79,62.28,18.4,entsoe.eu,false,
2023-11-23 05:00:00,Hungary,Hungary,HU,284.79,329.59,61.16,21.01,entsoe.eu,false,
2023-11-23 06:00:00,Hungary,Hungary,HU,283.65,328.76,61.33,24.5,entsoe.eu,false,
2023-11-23 07:00:00,Hungary,Hungary,HU,266.41,311.86,63.55,28.45,entsoe.eu,false,
2023-11-23 08:00:00,Hungary,Hungary,HU,245.14,292.35,66.27,32.98,entsoe.eu,false,
2023-11-23 09:00:00,Hungary,Hungary,HU,207.98,248.56,72.2,38.5,entsoe.eu,false,
2023-11-23 10:00:00,Hungary,Hungary,HU,213.68,257.2,69.91,37.41,entsoe.eu,false,
2023-11-23 11:00:00,Hungary,Hungary,HU,202.51,244.22,72.01,39.53,entsoe.eu,false,
2023-11-23 12:00:00,Hungary,Hungary,HU,209.02,250.98,71.1,38.4,entsoe.eu,false,
2023-11-23 13:00:00,Hungary,Hungary,HU,234.06,275.59,68.47,31.68,entsoe.eu,false,
2023-11-23 14:00:00,Hungary,Hungary,HU,269.25,310.55,64.55,24.9,entsoe.eu,false,
2023-11-23 15:00:00,Hungary,Hungary,HU,277.46,317.99,64.07,24.99,entsoe.eu,false,
2023-11-23 16:00:00,Hungary,Hungary,HU,273.8,313.55,64.46,24.74,entsoe.eu,false,
2023-11-23 17:00:00,Hungary,Hungary,HU,273.84,313.16,64.76,24.65,entsoe.eu,false,
2023-11-23 18:00:00,Hungary,Hungary,HU,274.5,314.7,64.43,24.09,entsoe.eu,false,
2023-11-23 19:00:00,Hungary,Hungary,HU,269.08,309.33,64.95,23.88,entsoe.eu,false,
2023-11-23 20:00:00,Hungary,Hungary,HU,265.9,305.37,65.32,22.93,entsoe.eu,false,
2023-11-23 21:00:00,Hungary,Hungary,HU,243.07,279.27,68.63,23.57,entsoe.eu,false,
2023-11-23 22:00:00,Hungary,Hungary,HU,234.68,269.86,69.7,23.43,entsoe.eu,false,
2023-11-23 23:00:00,Hungary,Hungary,HU,232.87,268.02,69.68,22.96,entsoe.eu,false,
2023-11-24 00:00:00,Hungary,Hungary,HU,226.27,261.87,69.98,22.68,entsoe.eu,false,
2023-11-24 01:00:00,Hungary,Hungary,HU,212.07,247.75,71.14,23.69,entsoe.eu,false,
2023-11-24 02:00:00,Hungary,Hungary,HU,205.0,240.94,71.7,25.05,entsoe.eu,false,
2023-11-24 03:00:00,Hungary,Hungary,HU,211.4,247.91,71.04,25.79,entsoe.eu,false,
2023-11-24 04:00:00,Hungary,Hungary,HU,220.31,256.18,70.89,27.36,entsoe.eu,false,
2023-11-24 05:00:00,Hungary,Hungary,HU,233.84,269.71,69.91,28.46,entsoe.eu,false,
2023-11-24 06:00:00,Hungary,Hungary,HU,246.08,284.49,67.57,27.94,entsoe.eu,false,
2023-11-24 07:00:00,Hungary,Hungary,HU,244.29,283.58,67.59,27.7,entsoe.eu,false,
2023-11-24 08:00:00,Hungary,Hungary,HU,234.68,274.66,68.12,28.01,entsoe.eu,false,
2023-11-24 09:00:00,Hungary,Hungary,HU,213.68,251.87,71.95,31.8,entsoe.eu,false,
2023-11-24 10:00:00,Hungary,Hungary,HU,205.34,242.53,73.22,33.95,entsoe.eu,false,
2023-11-24 11:00:00,Hungary,Hungary,HU,206.81,247.21,71.42,34.56,entsoe.eu,false,
2023-11-24 12:00:00,Hungary,Hungary,HU,212.83,254.75,70.31,34.03,entsoe.eu,false,
2023-11-24 13:00:00,Hungary,Hungary,HU,234.17,276.09,67.74,29.33,entsoe.eu,false,
2023-11-24 14:00:00,Hungary,Hungary,HU,248.27,289.51,66.63,27.62,entsoe.eu,false,
2023-11-24 15:00:00,Hungary,Hungary,HU,251.0,291.34,67.27,29.27,entsoe.eu,false,
2023-11-24 16:00:00,Hungary,Hungary,HU,251.28,290.44,67.57,29.07,entsoe.eu,false,
2023-11-24 17:00:00,Hungary,Hungary,HU,257.51,297.65,66.17,27.18,entsoe.eu,false,
2023-11-24 18:00:00,Hungary,Hungary,HU,259.71,301.29,65.6,26.95,entsoe.eu,false,
2023-11-24 19:00:00,Hungary,Hungary,HU,253.29,294.01,66.86,27.51,entsoe.eu,false,
2023-11-24 20:00:00,Hungary,Hungary,HU,255.73,295.46,66.81,25.39,entsoe.eu,false,
2023-11-24 21:00:00,Hungary,Hungary,HU,258.94,296.65,67.59,24.97,entsoe.eu,false,
2023-11-24 22:00:00,Hungary,Hungary,HU,238.6,275.71,68.97,23.83,entsoe.eu,false,
2023-11-24 23:00:00,Hungary,Hungary,HU,242.8,278.24,69.64,21.49,entsoe.eu,false,
2023-11-25 00:00:00,Hungary,Hungary,HU,236.23,271.29,70.28,20.19,entsoe.eu,false,
2023-11-25 01:00:00,Hungary,Hungary,HU,241.84,278.86,68.44,17.99,entsoe.eu,false,
2023-11-25 02:00:00,Hungary,Hungary,HU,247.8,284.88,67.85,16.04,entsoe.eu,false,
2023-11-25 03:00:00,Hungary,Hungary,HU,255.09,292.41,67.12,15.14,entsoe.eu,false,
2023-11-25 04:00:00,Hungary,Hungary,HU,256.08,293.38,67.1,15.0,entsoe.eu,false,
2023-11-25 05:00:00,Hungary,Hungary,HU,255.15,292.05,67.48,17.74,entsoe.eu,false,
2023-11-25 06:00:00,Hungary,Hungary,HU,238.5,276.86,68.61,24.61,entsoe.eu,false,
2023-11-25 07:00:00,Hungary,Hungary,HU,210.32,251.38,70.39,31.98,entsoe.eu,false,
2023-11-25 08:00:00,Hungary,Hungary,HU,174.69,214.97,74.72,40.49,entsoe.eu,false,
2023-11-25 09:00:00,Hungary,Hungary,HU,153.64,191.68,78.09,44.4,entsoe.eu,false,
2023-11-25 10:00:00,Hungary,Hungary,HU,169.35,208.57,75.75,42.1,entsoe.eu,false,
2023-11-25 11:00:00,Hungary,Hungary,HU,179.16,217.88,74.94,39.43,entsoe.eu,false,
2023-11-25 12:00:00,Hungary,Hungary,HU,183.62,220.39,75.1,36.57,entsoe.eu,false,
2023-11-25 13:00:00,Hungary,Hungary,HU,198.92,236.32,72.52,32.84,entsoe.eu,false,
2023-11-25 14:00:00,Hungary,Hungary,HU,230.57,269.36,68.5,27.77,entsoe.eu,false,
2023-11-25 15:00:00,Hungary,Hungary,HU,251.51,291.28,65.8,26.08,entsoe.eu,false,
2023-11-25 16:00:00,Hungary,Hungary,HU,268.96,309.45,63.45,22.73,entsoe.eu,false,
2023-11-25 17:00:00,Hungary,Hungary,HU,275.61,315.97,62.89,21.64,entsoe.eu,false,
2023-11-25 18:00:00,Hungary,Hungary,HU,278.11,319.55,62.32,19.89,entsoe.eu,false,
2023-11-25 19:00:00,Hungary,Hungary,HU,272.17,311.59,63.95,18.35,entsoe.eu,false,
2023-11-25 20:00:00,Hungary,Hungary,HU,272.77,312.01,63.4,15.17,entsoe.eu,false,
2023-11-25 21:00:00,Hungary,Hungary,HU,256.36,294.87,64.66,16.61,entsoe.eu,false,
2023-11-25 22:00:00,Hungary,Hungary,HU,253.45,292.29,64.09,17.31,entsoe.eu,false,
2023-11-25 23:00:00,Hungary,Hungary,HU,258.82,297.64,63.17,18.3,entsoe.eu,false,
2023-11-26 00:00:00,Hungary,Hungary,HU,253.32,290.78,64.27,18.22,entsoe.eu,false,
2023-11-26 01:00:00,Hungary,Hungary,HU,257.98,296.36,63.31,18.88,entsoe.eu,false,
2023-11-26 02:00:00,Hungary,Hungary,HU,258.68,297.98,63.1,18.14,entsoe.eu,false,
2023-11-26 03:00:00,Hungary,Hungary,HU,261.82,301.75,62.57,18.03,entsoe.eu,false,
2023-11-26 04:00:00,Hungary,Hungary,HU,257.99,297.64,63.59,18.1,entsoe.eu,false,
2023-11-26 05:00:00,Hungary,Hungary,HU,259.61,299.05,64.09,17.84,entsoe.eu,false,
2023-11-26 06:00:00,Hungary,Hungary,HU,255.69,295.22,64.8,20.73,entsoe.eu,false,
2023-11-26 07:00:00,Hungary,Hungary,HU,239.59,281.72,65.69,27.62,entsoe.eu,false,
2023-11-26 08:00:00,Hungary,Hungary,HU,218.91,260.92,68.2,33.99,entsoe.eu,false,
2023-11-26 09:00:00,Hungary,Hungary,HU,203.92,244.69,70.66,37.35,entsoe.eu,false,
2023-11-26 10:00:00,Hungary,Hungary,HU,209.35,249.66,69.67,36.22,entsoe.eu,false,
2023-11-26 11:00:00,Hungary,Hungary,HU,205.56,244.49,70.95,35.55,entsoe.eu,false,
2023-11-26 12:00:00,Hungary,Hungary,HU,217.53,258.86,68.75,32.16,entsoe.eu,false,
2023-11-26 13:00:00,Hungary,Hungary,HU,242.65,285.88,65.27,23.61,entsoe.eu,false,
2023-11-26 14:00:00,Hungary,Hungary,HU,273.44,316.77,61.99,18.19,entsoe.eu,false,
2023-11-26 15:00:00,Hungary,Hungary,HU,284.82,326.69,61.61,20.03,entsoe.eu,false,
2023-11-26 16:00:00,Hungary,Hungary,HU,288.07,330.35,61.07,19.84,entsoe.eu,false,
2023-11-26 17:00:00,Hungary,Hungary,HU,293.23,335.34,61.38,18.96,entsoe.eu,false,
2023-11-26 18:00:00,Hungary,Hungary,HU,294.73,337.07,61.39,18.72,entsoe.eu,false,
2023-11-26 19:00:00,Hungary,Hungary,HU,299.01,343.38,59.65,16.52,entsoe.eu,false,
2023-11-26 20:00:00,Hungary,Hungary,HU,298.84,342.63,59.29,14.0,entsoe.eu,false,
2023-11-26 21:00:00,Hungary,Hungary,HU,301.2,343.41,59.58,12.1,entsoe.eu,false,
2023-11-26 22:00:00,Hungary,Hungary,HU,299.97,342.14,60.13,12.48,entsoe.eu,false,
2023-11-26 23:00:00,Hungary,Hungary,HU,291.99,334.95,60.6,11.49,entsoe.eu,false,
2023-11-27 00:00:00,Hungary,Hungary,HU,283.19,325.18,62.11,12.42,entsoe.eu,false,
2023-11-27 01:00:00,Hungary,Hungary,HU,285.4,327.0,61.93,12.82,entsoe.eu,false,
2023-11-27 02:00:00,Hungary,Hungary,HU,280.05,321.75,62.14,12.37,entsoe.eu,false,
2023-11-27 03:00:00,Hungary,Hungary,HU,283.09,325.98,60.89,11.83,entsoe.eu,false,
2023-11-27 04:00:00,Hungary,Hungary,HU,297.37,342.55,58.95,12.39,entsoe.eu,false,
2023-11-27 05:00:00,Hungary,Hungary,HU,305.14,352.65,56.87,16.06,entsoe.eu,false,
2023-11-27 06:00:00,Hungary,Hungary,HU,290.21,338.44,57.81,22.29,entsoe.eu,false,
2023-11-27 07:00:00,Hungary,Hungary,HU,282.11,329.86,58.66,24.74,entsoe.eu,false,
2023-11-27 08:00:00,Hungary,Hungary,HU,283.88,334.26,56.68,23.97,entsoe.eu,false,
2023-11-27 09:00:00,Hungary,Hungary,HU,280.68,330.82,57.03,23.99,entsoe.eu,false,
2023-11-27 10:00:00,Hungary,Hungary,HU,277.35,325.89,58.31,24.25,entsoe.eu,false,
2023-11-27 11:00:00,Hungary,Hungary,HU,276.54,326.17,57.78,24.99,entsoe.eu,false,
2023-11-27 12:00:00,Hungary,Hungary,HU,282.46,332.33,57.1,24.49,entsoe.eu,false,
2023-11-27 13:00:00,Hungary,Hungary,HU,290.34,339.98,56.56,21.82,entsoe.eu,false,
2023-11-27 14:00:00,Hungary,Hungary,HU,309.52,359.4,55.02,18.38,entsoe.eu,false,
2023-11-27 15:00:00,Hungary,Hungary,HU,317.37,366.67,55.53,19.1,entsoe.eu,false,
2023-11-27 16:00:00,Hungary,Hungary,HU,313.89,362.64,56.17,19.42,entsoe.eu,false,
2023-11-27 17:00:00,Hungary,Hungary,HU,308.76,357.71,56.35,19.7,entsoe.eu,false,
2023-11-27 18:00:00,Hungary,Hungary,HU,307.35,357.58,55.73,19.38,entsoe.eu,false,
2023-11-27 19:00:00,Hungary,Hungary,HU,307.74,359.2,54.8,17.81,entsoe.eu,false,
2023-11-27 20:00:00,Hungary,Hungary,HU,301.31,350.67,56.39,17.7,entsoe.eu,false,
2023-11-27 21:00:00,Hungary,Hungary,HU,296.78,345.5,57.02,16.21,entsoe.eu,false,
2023-11-27 22:00:00,Hungary,Hungary,HU,287.24,331.61,59.83,15.11,entsoe.eu,false,
2023-11-27 23:00:00,Hungary,Hungary,HU,280.23,325.78,59.67,15.33,entsoe.eu,false,
2023-11-28 00:00:00,Hungary,Hungary,HU,278.04,322.5,60.54,15.3,entsoe.eu,false,
2023-11-28 01:00:00,Hungary,Hungary,HU,277.39,321.79,60.49,15.61,entsoe.eu,false,
2023-11-28 02:00:00,Hungary,Hungary,HU,278.63,324.14,59.54,16.71,entsoe.eu,false,
2023-11-28 03:00:00,Hungary,Hungary,HU,288.05,335.32,57.85,15.59,entsoe.eu,false,
2023-11-28 04:00:00,Hungary,Hungary,HU,294.78,341.65,57.73,13.8,entsoe.eu,false,
2023-11-28 05:00:00,Hungary,Hungary,HU,303.46,351.35,56.38,16.74,entsoe.eu,false,
2023-11-28 06:00:00,Hungary,Hungary,HU,308.03,357.05,55.38,19.15,entsoe.eu,false,
2023-11-28 07:00:00,Hungary,Hungary,HU,296.14,344.81,56.68,22.41,entsoe.eu,false,
2023-11-28 08:00:00,Hungary,Hungary,HU,288.22,336.61,57.54,25.44,entsoe.eu,false,
2023-11-28 09:00:00,Hungary,Hungary,HU,285.17,332.58,58.25,25.95,entsoe.eu,false,
2023-11-28 10:00:00,Hungary,Hungary,HU,287.06,334.98,57.73,25.73,entsoe.eu,false,
2023-11-28 11:00:00,Hungary,Hungary,HU,285.58,333.77,57.7,25.74,entsoe.eu,false,
2023-11-28 12:00:00,Hungary,Hungary,HU,286.92,335.63,57.42,25.51,entsoe.eu,false,
2023-11-28 13:00:00,Hungary,Hungary,HU,290.16,338.71,57.16,24.68,entsoe.eu,false,
2023-11-28 14:00:00,Hungary,Hungary,HU,294.87,343.32,56.37,22.93,entsoe.eu,false,
2023-11-28 15:00:00,Hungary,Hungary,HU,295.03,342.28,57.14,22.94,entsoe.eu,false,
2023-11-28 16:00:00,Hungary,Hungary,HU,289.83,336.84,57.78,23.86,entsoe.eu,false,
2023-11-28 17:00:00,Hungary,Hungary,HU,282.35,329.79,58.17,25.19,entsoe.eu,false,
2023-11-28 18:00:00,Hungary,Hungary,HU,275.39,323.7,58.45,28.55,entsoe.eu,false,
2023-11-28 19:00:00,Hungary,Hungary,HU,279.64,330.35,57.05,28.85,entsoe.eu,false,
2023-11-28 20:00:00,Hungary,Hungary,HU,273.6,324.2,57.13,24.21,entsoe.eu,false,
2023-11-28 21:00:00,Hungary,Hungary,HU,272.83,321.69,57.86,20.87,entsoe.eu,false,
2023-11-28 22:00:00,Hungary,Hungary,HU,257.26,303.82,60.54,23.51,entsoe.eu,false,
2023-11-28 23:00:00,Hungary,Hungary,HU,256.02,302.22,60.6,22.39,entsoe.eu,false,
2023-11-29 00:00:00,Hungary,Hungary,HU,265.35,311.34,59.67,21.83,entsoe.eu,false,
2023-11-29 01:00:00,Hungary,Hungary,HU,278.69,326.22,57.53,19.92,entsoe.eu,false,
2023-11-29 02:00:00,Hungary,Hungary,HU,279.74,326.38,57.64,18.96,entsoe.eu,false,
2023-11-29 03:00:00,Hungary,Hungary,HU,273.58,319.31,58.79,17.79,entsoe.eu,false,
2023-11-29 04:00:00,Hungary,Hungary,HU,271.96,317.0,59.96,21.28,entsoe.eu,false,
2023-11-29 05:00:00,Hungary,Hungary,HU,288.15,337.02,56.23,20.66,entsoe.eu,false,
2023-11-29 06:00:00,Hungary,Hungary,HU,288.92,338.65,55.76,22.72,entsoe.eu,false,
2023-11-29 07:00:00,Hungary,Hungary,HU,277.48,326.69,57.71,24.99,entsoe.eu,false,
2023-11-29 08:00:00,Hungary,Hungary,HU,269.23,319.51,58.95,29.03,entsoe.eu,false,
2023-11-29 09:00:00,Hungary,Hungary,HU,259.18,308.75,60.85,31.49,entsoe.eu,false,
2023-11-29 10:00:00,Hungary,Hungary,HU,255.53,304.94,61.44,31.83,entsoe.eu,false,
2023-11-29 11:00:00,Hungary,Hungary,HU,260.18,311.17,60.72,33.11,entsoe.eu,false,
2023-11-29 12:00:00,Hungary,Hungary,HU,263.98,316.18,59.35,31.43,entsoe.eu,false,
2023-11-29 13:00:00,Hungary,Hungary,HU,277.92,329.62,57.45,28.15,entsoe.eu,false,
2023-11-29 14:00:00,Hungary,Hungary,HU,292.3,342.97,55.95,22.99,entsoe.eu,false,
2023-11-29 15:00:00,Hungary,Hungary,HU,298.4,347.65,56.58,23.13,entsoe.eu,false,
2023-11-29 16:00:00,Hungary,Hungary,HU,298.22,349.02,55.53,21.51,entsoe.eu,false,
2023-11-29 17:00:00,Hungary,Hungary,HU,292.3,342.49,56.37,22.81,entsoe.eu,false,
2023-11-29 18:00:00,Hungary,Hungary,HU,291.68,342.69,56.07,22.96,entsoe.eu,false,
2023-11-29 19:00:00,Hungary,Hungary,HU,287.29,339.4,55.45,22.34,entsoe.eu,false,
2023-11-29 20:00:00,Hungary,Hungary,HU,285.19,337.03,55.25,20.18,entsoe.eu,false,
2023-11-29 21:00:00,Hungary,Hungary,HU,288.29,339.89,54.89,16.31,entsoe.eu,false,
2023-11-29 22:00:00,Hungary,Hungary,HU,284.37,335.53,55.58,15.84,entsoe.eu,false,
2023-11-29 23:00:00,Hungary,Hungary,HU,282.37,332.44,56.48,15.37,entsoe.eu,false,
2023-11-30 00:00:00,Hungary,Hungary,HU,288.45,340.75,54.96,15.91,entsoe.eu,false,
2023-11-30 01:00:00,Hungary,Hungary,HU,286.54,339.05,54.77,14.18,entsoe.eu,false,
2023-11-30 02:00:00,Hungary,Hungary,HU,294.1,347.95,53.32,13.12,entsoe.eu,false,
2023-11-30 03:00:00,Hungary,Hungary,HU,292.59,345.82,54.09,14.22,entsoe.eu,false,
2023-11-30 04:00:00,Hungary,Hungary,HU,295.74,349.81,53.58,14.62,entsoe.eu,false,
2023-11-30 05:00:00,Hungary,Hungary,HU,298.67,354.75,52.11,16.88,entsoe.eu,false,
2023-11-30 06:00:00,Hungary,Hungary,HU,319.87,376.52,49.39,15.36,entsoe.eu,false,
2023-11-30 07:00:00,Hungary,Hungary,HU,325.84,383.64,47.73,14.47,entsoe.eu,false,
2023-11-30 08:00:00,Hungary,Hungary,HU,324.67,382.63,47.79,14.53,entsoe.eu,false,
2023-11-30 09:00:00,Hungary,Hungary,HU,314.44,369.43,50.49,15.24,entsoe.eu,false,
2023-11-30 10:00:00,Hungary,Hungary,HU,311.71,365.8,51.1,15.24,entsoe.eu,false,
2023-11-30 11:00:00,Hungary,Hungary,HU,315.29,371.15,49.92,15.19,entsoe.eu,false,
2023-11-30 12:00:00,Hungary,Hungary,HU,318.18,374.3,49.68,14.87,entsoe.eu,false,
2023-11-30 13:00:00,Hungary,Hungary,HU,318.45,374.19,49.77,14.95,entsoe.eu,false,
2023-11-30 14:00:00,Hungary,Hungary,HU,316.44,371.67,50.37,14.96,entsoe.eu,false,
2023-11-30 15:00:00,Hungary,Hungary,HU,312.98,367.15,51.47,16.5,entsoe.eu,false,
2023-11-30 16:00:00,Hungary,Hungary,HU,317.97,372.99,50.22,14.74,entsoe.eu,false,
2023-11-30 17:00:00,Hungary,Hungary,HU,319.01,374.21,49.56,13.67,entsoe.eu,false,
2023-11-30 18:00:00,Hungary,Hungary,HU,322.03,377.13,48.91,12.03,entsoe.eu,false,
2023-11-30 19:00:00,Hungary,Hungary,HU,317.44,371.15,50.27,12.52,entsoe.eu,false,
2023-11-30 20:00:00,Hungary,Hungary,HU,307.21,358.43,52.14,11.73,entsoe.eu,false,
2023-11-30 21:00:00,Hungary,Hungary,HU,290.51,340.37,53.64,10.53,entsoe.eu,false,
2023-11-30 22:00:00,Hungary,Hungary,HU,287.42,336.72,54.2,10.1,entsoe.eu,false,
2023-11-30 23:00:00,Hungary,Hungary,HU,296.54,345.18,53.31,9.55,entsoe.eu,false,
2023-12-01 00:00:00,Hungary,Hungary,HU,304.03,351.96,53.02,9.57,entsoe.eu,false,
2023-12-01 01:00:00,Hungary,Hungary,HU,290.72,337.84,55.4,17.75,entsoe.eu,false,
2023-12-01 02:00:00,Hungary,Hungary,HU,289.42,337.15,55.28,17.13,entsoe.eu,false,
2023-12-01 03:00:00,Hungary,Hungary,HU,295.48,344.34,54.18,16.8,entsoe.eu,false,
2023-12-01 04:00:00,Hungary,Hungary,HU,297.55,346.02,54.27,16.41,entsoe.eu,false,
2023-12-01 05:00:00,Hungary,Hungary,HU,294.23,343.45,54.27,17.83,entsoe.eu,false,
2023-12-01 06:00:00,Hungary,Hungary,HU,301.99,351.62,52.91,20.4,entsoe.eu,false,
2023-12-01 07:00:00,Hungary,Hungary,HU,302.76,352.72,52.75,20.46,entsoe.eu,false,
2023-12-01 08:00:00,Hungary,Hungary,HU,304.7,355.1,52.22,21.81,entsoe.eu,false,
2023-12-01 09:00:00,Hungary,Hungary,HU,303.37,352.74,52.92,22.94,entsoe.eu,false,
2023-12-01 10:00:00,Hungary,Hungary,HU,300.47,348.47,53.82,23.46,entsoe.eu,false,
2023-12-01 11:00:00,Hungary,Hungary,HU,299.44,347.32,53.99,24.23,entsoe.eu,false,
2023-12-01 12:00:00,Hungary,Hungary,HU,305.56,354.68,52.79,23.86,entsoe.eu,false,
2023-12-01 13:00:00,Hungary,Hungary,HU,309.59,359.29,52.05,22.99,entsoe.eu,false,
2023-12-01 14:00:00,Hungary,Hungary,HU,309.96,359.2,52.22,22.62,entsoe.eu,false,
2023-12-01 15:00:00,Hungary,Hungary,HU,307.37,355.24,53.22,23.04,entsoe.eu,false,
2023-12-01 16:00:00,Hungary,Hungary,HU,313.62,362.81,52.27,23.49,entsoe.eu,false,
2023-12-01 17:00:00,Hungary,Hungary,HU,311.49,361.35,51.96,22.15,entsoe.eu,false,
2023-12-01 18:00:00,Hungary,Hungary,HU,312.52,361.87,51.81,21.44,entsoe.eu,false,
2023-12-01 19:00:00,Hungary,Hungary,HU,306.56,353.92,53.41,21.53,entsoe.eu,false,
2023-12-01 20:00:00,Hungary,Hungary,HU,301.54,348.36,54.09,20.66,entsoe.eu,false,
2023-12-01 21:00:00,Hungary,Hungary,HU,303.18,351.03,53.56,18.96,entsoe.eu,false,
2023-12-01 22:00:00,Hungary,Hungary,HU,305.0,352.05,53.71,19.79,entsoe.eu,false,
2023-12-01 23:00:00,Hungary,Hungary,HU,296.21,344.1,54.66,18.1,entsoe.eu,false,
2023-12-02 00:00:00,Hungary,Hungary,HU,291.02,337.78,56.15,20.44,entsoe.eu,false,
2023-12-02 01:00:00,Hungary,Hungary,HU,285.9,330.99,57.07,21.85,entsoe.eu,false,
2023-12-02 02:00:00,Hungary,Hungary,HU,282.62,327.72,57.35,22.23,entsoe.eu,false,
2023-12-02 03:00:00,Hungary,Hungary,HU,286.43,332.89,56.51,21.25,entsoe.eu,false,
2023-12-02 04:00:00,Hungary,Hungary,HU,289.03,335.31,56.44,20.59,entsoe.eu,false,
2023-12-02 05:00:00,Hungary,Hungary,HU,292.46,340.96,54.89,18.2,entsoe.eu,false,
2023-12-02 06:00:00,Hungary,Hungary,HU,284.99,332.77,56.01,19.39,entsoe.eu,false,
2023-12-02 07:00:00,Hungary,Hungary,HU,286.13,334.09,56.23,21.34,entsoe.eu,false,
2023-12-02 08:00:00,Hungary,Hungary,HU,283.39,331.89,56.59,24.9,entsoe.eu,false,
2023-12-02 09:00:00,Hungary,Hungary,HU,278.35,326.8,57.52,28.19,entsoe.eu,false,
2023-12-02 10:00:00,Hungary,Hungary,HU,277.13,325.34,57.8,29.31,entsoe.eu,false,
2023-12-02 11:00:00,Hungary,Hungary,HU,282.22,330.4,57.0,28.36,entsoe.eu,false,
2023-12-02 12:00:00,Hungary,Hungary,HU,281.55,330.01,56.73,28.76,entsoe.eu,false,
2023-12-02 13:00:00,Hungary,Hungary,HU,283.1,332.0,56.04,27.56,entsoe.eu,false,
2023-12-02 14:00:00,Hungary,Hungary,HU,283.57,331.74,56.15,28.04,entsoe.eu,false,
2023-12-02 15:00:00,Hungary,Hungary,HU,281.25,328.51,56.88,29.79,entsoe.eu,false,
2023-12-02 16:00:00,Hungary,Hungary,HU,281.41,329.19,56.83,28.26,entsoe.eu,false,
2023-12-02 17:00:00,Hungary,Hungary,HU,281.2,329.43,56.62,27.68,entsoe.eu,false,
2023-12-02 18:00:00,Hungary,Hungary,HU,279.18,328.11,56.51,26.78,entsoe.eu,false,
2023-12-02 19:00:00,Hungary,Hungary,HU,283.05,331.26,56.34,24.41,entsoe.eu,false,
2023-12-02 20:00:00,Hungary,Hungary,HU,281.05,328.91,56.4,23.02,entsoe.eu,false,
2023-12-02 21:00:00,Hungary,Hungary,HU,287.69,336.74,55.36,22.03,entsoe.eu,false,
2023-12-02 22:00:00,Hungary,Hungary,HU,275.51,320.9,57.69,19.33,entsoe.eu,false,
2023-12-02 23:00:00,Hungary,Hungary,HU,256.46,294.97,62.79,20.92,entsoe.eu,false,
2023-12-03 00:00:00,Hungary,Hungary,HU,254.24,290.11,64.2,22.38,entsoe.eu,false,
2023-12-03 01:00:00,Hungary,Hungary,HU,256.77,293.09,63.77,24.28,entsoe.eu,false,
2023-12-03 02:00:00,Hungary,Hungary,HU,253.77,290.21,64.02,22.9,entsoe.eu,false,
2023-12-03 03:00:00,Hungary,Hungary,HU,248.77,283.94,65.36,22.06,entsoe.eu,false,
2023-12-03 04:00:00,Hungary,Hungary,HU,253.01,289.93,64.3,20.86,entsoe.eu,false,
2023-12-03 05:00:00,Hungary,Hungary,HU,252.44,288.92,64.62,20.6,entsoe.eu,false,
2023-12-03 06:00:00,Hungary,Hungary,HU,263.86,301.09,64.02,19.7,entsoe.eu,false,
2023-12-03 07:00:00,Hungary,Hungary,HU,256.81,295.0,64.64,22.37,entsoe.eu,false,
2023-12-03 08:00:00,Hungary,Hungary,HU,236.26,277.02,65.98,28.21,entsoe.eu,false,
2023-12-03 09:00:00,Hungary,Hungary,HU,206.9,244.08,71.29,35.79,entsoe.eu,false,
2023-12-03 10:00:00,Hungary,Hungary,HU,196.42,235.0,72.23,38.59,entsoe.eu,false,
2023-12-03 11:00:00,Hungary,Hungary,HU,205.87,248.23,69.38,36.06,entsoe.eu,false,
2023-12-03 12:00:00,Hungary,Hungary,HU,213.45,256.07,68.4,32.98,entsoe.eu,false,
2023-12-03 13:00:00,Hungary,Hungary,HU,241.96,285.4,64.33,25.83,entsoe.eu,false,
2023-12-03 14:00:00,Hungary,Hungary,HU,274.11,317.7,60.69,19.5,entsoe.eu,false,
2023-12-03 15:00:00,Hungary,Hungary,HU,280.78,323.47,60.53,20.44,entsoe.eu,false,
2023-12-03 16:00:00,Hungary,Hungary,HU,286.74,329.46,60.59,19.66,entsoe.eu,false,
2023-12-03 17:00:00,Hungary,Hungary,HU,296.18,338.77,59.92,17.66,entsoe.eu,false,
2023-12-03 18:00:00,Hungary,Hungary,HU,296.97,340.22,59.52,16.9,entsoe.eu,false,
2023-12-03 19:00:00,Hungary,Hungary,HU,302.39,345.79,59.14,15.57,entsoe.eu,false,
2023-12-03 20:00:00,Hungary,Hungary,HU,295.78,338.75,59.31,13.58,entsoe.eu,false,
2023-12-03 21:00:00,Hungary,Hungary,HU,289.34,330.71,60.79,13.43,entsoe.eu,false,
2023-12-03 22:00:00,Hungary,Hungary,HU,285.24,325.49,61.85,12.24,entsoe.eu,false,
2023-12-03 23:00:00,Hungary,Hungary,HU,272.63,313.9,62.13,11.69,entsoe.eu,false,
2023-12-04 00:00:00,Hungary,Hungary,HU,265.79,307.43,62.53,12.17,entsoe.eu,false,
2023-12-04 01:00:00,Hungary,Hungary,HU,270.92,313.89,61.37,12.88,entsoe.eu,false,
